drug	condition
DB11595	D018196
DB11675	D013274
DB00974	D005910
DB00675	D008113
DB00653	D001145
DB01076	D001145
DB09298	D000152
DB00413	D012852
DB00413	D009298
DB00413	D004802
DB00413	D011127
DB00413	D002908
DB00863	D007239
DB01098	D015212
DB01098	D002761
DB01098	D015209
DB00443	D015207
DB00281	D015207
DB01224	D024821
DB01224	D013577
DB11714	D011289
DB11714	D009190
DB11714	D013577
DB00158	D010003
DB00575	D011671
DB00328	D002539
DB00783	D002539
DB13952	D002539
DB13954	D002539
DB13956	D002539
DB15690	D002539
DB00624	D002539
DB01420	D002539
DB13943	D002539
DB13944	D002539
DB13946	D002539
DB16001	D002539
DB16002	D002539
DB06785	D002539
DB09037	D008171
DB00435	D012141
DB09302	D002537
DB09302	D006470
DB09072	D020177
DB00316	D006956
DB00470	D006956
DB00318	D006956
DB00904	D018805
DB00904	D014115
DB00904	D012772
DB00904	D012769
DB08935	D014890
DB08935	D055953
DB08935	D014657
DB08935	D056647
DB08935	D056648
DB00531	D005833
DB00531	D010610
DB00531	D014571
DB00531	D005834
DB00773	D008545
DB00773	D008654
DB00773	D000086002
DB00773	D000096142
DB00773	D012878
DB00773	D005833
DB00773	D009062
DB00773	D010610
DB00773	D004701
DB00773	D013964
DB00773	D014571
DB00773	D005834
DB00773	D013959
DB01179	D008545
DB01179	D008654
DB01179	D000086002
DB01179	D000096142
DB01179	D012878
DB01179	D005833
DB01179	D001859
DB01179	D009062
DB01179	D010610
DB01179	D004701
DB01179	D013964
DB01179	D014571
DB01179	D005834
DB01179	D013959
DB00544	D002921
DB06209	D006331
DB00708	D015746
DB11823	D002277
DB11823	D006528
DB11823	D015746
DB09036	D020258
DB09036	D013577
DB00990	D013280
DB00642	D055728
DB11945	D009362
DB11945	D055728
DB00966	D001049
DB00966	D012891
DB00966	D020181
DB12825	D007239
DB12825	D003141
DB12825	D001424
DB12825	D017192
DB11793	D007890
DB00888	D018365
DB00747	D018489
DB09300	D018489
DB00537	D002769
DB00537	D041761
DB00537	D042882
DB00415	D002769
DB00415	D041761
DB00415	D042882
DB09324	D002769
DB09324	D041761
DB09324	D042882
DB00295	D059265
DB00497	D059265
DB06228	D000787
DB06228	D060050
DB06228	D000789
DB06695	D000787
DB06695	D060050
DB06695	D000789
DB14726	D000787
DB14726	D060050
DB14726	D000789
DB09146	D007410
DB09146	D015212
DB01259	D016889
DB00091	D019698
DB00091	D058625
DB01024	D019698
DB01024	D058625
DB00688	D019698
DB00688	D058625
DB00864	D058625
DB09512	D003967
DB14005	D003967
DB12597	D054198
DB12597	D007945
DB11951	D004827
DB00302	D008545
DB00388	D055370
DB00388	D055371
DB00388	D014947
DB00841	D055370
DB00841	D055371
DB00841	D014947
DB00695	D055370
DB00695	D055371
DB00668	D055370
DB00668	D055371
DB00668	D014947
DB11124	D055370
DB11124	D055371
DB11124	D014947
DB00368	D055370
DB00368	D055371
DB00935	D055370
DB00935	D055371
DB00935	D014947
DB12151	D014766
DB01248	D004211
DB00544	D004211
DB00380	D018305
DB06480	D011183
DB00297	D019584
DB08935	D006086
DB00959	D007819
DB14643	D007819
DB00860	D007819
DB14631	D007819
DB14632	D007819
DB15566	D007819
DB00806	D008209
DB00175	D008209
DB11827	D002318
DB11827	D050197
DB11827	D007333
DB00380	D000084462
DB01380	D018442
DB14681	D018442
DB13144	D018442
DB00457	D013375
DB01097	D014605
DB13306	D016585
DB13306	D014623
DB00281	D000092503
DB00687	D012131
DB00687	D016638
DB09061	D013375
DB01050	D014820
DB09502	D002318
DB00471	D001997
DB00471	D001724
DB13700	D001281
DB06218	D009336
DB00254	D007896
DB00254	D016773
DB00582	D007896
DB00582	D016773
DB06590	D018805
DB06590	D014115
DB00626	D004487
DB00781	D004487
DB00864	D004487
DB00297	D000092463
DB04876	D007003
DB00012	D015451
DB00482	D008269
DB00482	D012164
DB00482	D012170
DB00482	D019773
DB00482	D056833
DB00482	D004487
DB00480	D002295
DB00026	D009203
DB00026	D007238
DB00760	D017093
DB00760	D048550
DB00760	D058625
DB00760	D065290
DB02638	D058625
DB02638	D065290
DB12525	D002051
DB12525	D016403
DB00020	D002051
DB00020	D016403
DB00482	D014594
DB06282	D003371
DB09298	D006973
DB00958	D054438
DB01030	D054438
DB00310	D017379
DB00310	D006984
DB00904	D003681
DB04272	D003731
DB09154	D003731
DB00853	D012516
DB00853	D009396
DB11760	D012509
DB11760	D009447
DB11760	D009373
DB11760	D012516
DB11760	D012208
DB11760	D012512
DB11760	D017599
DB11760	D018242
DB11760	D009396
DB11760	D018335
DB11760	D018241
DB11760	D018197
DB00482	D014029
DB00744	D014029
DB11082	D003876
DB11082	D003872
DB11082	D004485
DB00928	D012878
DB00627	D051436
DB15764	D051436
DB11581	D000374
DB15035	D007951
DB15035	D015470
DB15035	D011289
DB15035	D016399
DB15035	D016411
DB15035	D019337
DB15035	D015477
DB15035	D054429
DB15035	D009190
DB15035	D009196
DB15035	D013577
DB15035	D000374
DB01394	D016491
DB08935	D016411
DB09054	D016399
DB09054	D016411
DB00640	D060050
DB06213	D060050
DB00091	D054403
DB01024	D054403
DB00688	D054403
DB06608	D000086382
DB06151	D010195
DB14080	D010195
DB14479	D010195
DB14480	D010195
DB00454	D003085
DB00454	D056844
DB09097	D004715
DB09097	D062788
DB01109	D005833
DB15404	D005833
DB01225	D005833
DB06681	D051437
DB01281	D051437
DB01162	D008659
DB06637	D051437
DB00313	D014897
DB00073	D006402
DB00073	D003095
DB06681	D012216
DB06681	D003095
DB01281	D012216
DB01281	D003095
DB00661	D014717
DB00661	D008881
DB00661	D004244
DB01104	D014717
DB01104	D008881
DB01104	D004244
DB09069	D008107
DB09069	D005234
DB00297	D001145
DB06366	D006967
DB12604	D011711
DB08860	D051437
DB06663	D013964
DB06663	D013959
DB09099	D013964
DB09099	D013959
DB06366	D012004
DB00813	D000784
DB00783	D059445
DB13952	D059445
DB13954	D059445
DB13956	D059445
DB15690	D059445
DB00783	D003865
DB13952	D003865
DB13954	D003865
DB13956	D003865
DB15690	D003865
DB00396	D059445
DB00396	D003865
DB00572	D001014
DB12661	D001014
DB12661	D014839
DB12661	D020250
DB01364	D001014
DB01364	D014839
DB01364	D020250
DB00813	D001014
DB01104	D007676
DB00996	D007938
DB08872	D007938
DB00996	D054198
DB08872	D054198
DB00996	D007945
DB08872	D007945
DB00441	D000077277
DB01039	D015209
DB13873	D015209
DB01039	D012008
DB13873	D012008
DB00860	D001049
DB14631	D001049
DB14632	D001049
DB15566	D001049
DB06292	D001024
DB00254	D011658
DB00254	D012131
DB00916	D004761
DB15759	D004761
DB00916	D004760
DB15759	D004760
DB00916	D004751
DB15759	D004751
DB01045	D004761
DB01045	D004760
DB01045	D004751
DB01045	D003967
DB04839	D000152
DB00335	D003924
DB06774	D003027
DB06774	D000757
DB06774	D051303
DB06774	D051302
DB06774	D006261
DB09054	D006689
DB01165	D001991
DB01165	D029481
DB00484	D012173
DB00484	D012174
DB00295	D004194
DB01072	D018352
DB01072	D012141
DB01072	D045169
DB01234	D012141
DB11487	D012141
DB14649	D012141
DB01261	D006973
DB06151	D007889
DB14080	D007889
DB14479	D007889
DB14480	D007889
DB06151	D047708
DB14080	D047708
DB14479	D047708
DB14480	D047708
DB01216	D044342
DB09080	D008107
DB06219	D016908
DB06228	D016893
DB06228	D007249
DB06228	D058226
DB00544	D014820
DB04272	D010024
DB09154	D010024
DB01012	D010024
DB09502	D000075122
DB09502	D010265
DB09502	D008998
DB01060	D058070
DB00766	D058070
DB00199	D009303
DB00199	D011125
DB00111	D001528
DB00111	D012164
DB00806	D015493
DB00806	D009128
DB00806	D020335
DB00806	D020336
DB00806	D007154
DB00254	D010520
DB00254	D000374
DB00878	D005884
DB00878	D006470
DB00571	D013705
DB00571	D013706
DB00571	D063806
DB00281	D008545
DB00281	D009508
DB00281	D009506
DB00114	D014592
DB00147	D014592
DB00114	D008796
DB00147	D008796
DB00165	D014592
DB00165	D008796
DB00929	D008796
DB00732	D006547
DB13295	D006547
DB00732	D006552
DB13295	D006552
DB00795	D015535
DB00959	D015535
DB14643	D015535
DB00860	D015535
DB14631	D015535
DB14632	D015535
DB15566	D015535
DB00620	D015535
DB01097	D015535
DB00593	D043183
DB00593	D015746
DB12554	D015746
DB01616	D015746
DB01026	D003920
DB05667	D003920
DB01026	D003924
DB05667	D003924
DB12582	D003680
DB05381	D002277
DB05381	D013964
DB05381	D018278
DB05381	D013959
DB00145	D013964
DB00145	D018278
DB00145	D013959
DB01611	D009362
DB01611	D009103
DB01611	D020528
DB01611	D012598
DB00808	D009362
DB00808	D009103
DB00808	D020528
DB00808	D012598
DB11094	D003100
DB00169	D003100
DB00884	D003100
DB00884	D050723
DB01373	D003100
DB00813	D009123
DB00633	D009123
DB00818	D009123
DB00732	D009123
DB13295	D009123
DB00879	D008107
DB09303	D003327
DB00388	D014098
DB00388	D010149
DB01086	D010149
DB09085	D014098
DB09085	D010149
DB00999	D004194
DB00492	D004194
DB00653	D051474
DB00674	D012008
DB00041	D008579
DB00041	D004806
DB00041	D006393
DB00041	D054364
DB00041	D018242
DB01233	D011595
DB00007	D008595
DB00929	D010923
DB01060	D057873
DB00986	D020250
DB00961	D009325
DB00961	D014839
DB00961	D020250
DB00316	D020300
DB01050	D020300
DB01050	D006470
DB01050	D000084462
DB06243	D011471
DB09072	D000544
DB00296	D063169
DB01060	D011502
DB00898	D001749
DB00898	D000093284
DB09078	D018450
DB00410	D004844
DB00410	D013684
DB00410	D013683
DB00152	D006816
DB15958	D006816
DB00121	D006816
DB01400	D012913
DB06690	D009437
DB00818	D000428
DB00741	D011565
DB14538	D011565
DB14539	D011565
DB14540	D011565
DB14541	D011565
DB14543	D011565
DB14544	D011565
DB00915	D020521
DB00915	D000083242
DB00915	D000083302
DB12489	D006967
DB06294	D013927
DB00818	D011539
DB00818	D011537
DB00783	D006417
DB13952	D006417
DB13954	D006417
DB13956	D006417
DB15690	D006417
DB00390	D001943
DB11945	D000093284
DB00959	D019871
DB14643	D019871
DB00531	D019871
DB01073	D019871
DB00087	D019871
DB00635	D015864
DB00635	D015866
DB00635	D015867
DB00635	D015868
DB00537	D010483
DB01050	D010483
DB11672	D010483
DB01373	D010483
DB00878	D006976
DB00878	D006973
DB00878	D006331
DB00878	D011660
DB01166	D054058
DB09274	D010272
DB01087	D010272
DB00358	D010272
DB04930	D008288
DB04930	D010272
DB11094	D013978
DB00169	D013978
DB00734	D020820
DB00734	D000071057
DB01017	D010190
DB00709	D003699
DB00709	D019701
DB00709	D005921
DB00709	D010488
DB00571	D012514
DB00218	D000084063
DB00951	D000084063
DB00339	D000084063
DB00330	D000084063
DB00615	D000084063
DB01082	D000084063
DB01132	D004715
DB06215	D010019
DB06215	D012516
DB06215	D012208
DB06215	D012512
DB06215	D002813
DB06215	D001859
DB06215	D009336
DB01083	D024821
DB01083	D012559
DB01029	D024821
DB01029	D012559
DB01039	D012559
DB13873	D012559
DB00175	D024821
DB00175	D012559
DB06602	D007249
DB09502	D001249
DB09502	D007249
DB00620	D001247
DB00281	D001247
DB01229	D001847
DB13809	D001847
DB00567	D001943
DB00567	D020022
DB08934	D045169
DB00853	D008113
DB09298	D019698
DB01080	D012598
DB00035	D001049
DB00035	D012891
DB00035	D020181
DB00541	D009362
DB01046	D009103
DB01046	D012598
DB00909	D010300
DB00909	D020820
DB00909	D020734
DB01131	D007239
DB01131	D003141
DB06643	D009845
DB11595	D009765
DB01234	D008173
DB11487	D008173
DB14649	D008173
DB01234	D029424
DB11487	D029424
DB14649	D029424
DB00207	D018512
DB00608	D018512
DB01026	D003456
DB05667	D003456
DB00302	D006469
DB00302	D012008
DB00264	D000075222
DB01273	D000428
DB01436	D001943
DB00230	D009325
DB08834	D001249
DB00140	D003424
DB14727	D003424
DB00140	D019226
DB14727	D019226
DB00140	D014456
DB14727	D014456
DB00244	D019226
DB00281	D010048
DB00162	D009362
DB00162	D008113
DB09256	D009362
DB09256	D008113
DB14596	D005642
DB00873	D005642
DB00860	D005642
DB14631	D005642
DB14632	D005642
DB15566	D005642
DB00959	D005642
DB14643	D005642
DB00673	D008173
DB00673	D029424
DB00673	D004417
DB00608	D045169
DB00608	D013577
DB00296	D008175
DB00503	D051436
DB16691	D007674
DB16691	D051436
DB16691	D051437
DB00586	D005536
DB00586	D052016
DB00586	D013280
DB00586	D019226
DB00586	D013281
DB01236	D013130
DB00898	D007172
DB00635	D005923
DB00322	D010190
DB00227	D002277
DB00227	D002294
DB00227	D000077274
DB00227	D000077195
DB00227	D007822
DB00227	D009062
DB00227	D012008
DB00316	D010554
DB00316	D001883
DB01229	D000267
DB13809	D000267
DB00112	D000267
DB00958	D000267
DB09033	D005756
DB00316	D052016
DB00281	D052016
DB00297	D052016
DB06723	D012772
DB06723	D012769
DB00829	D001416
DB00829	D017116
DB00916	D009765
DB15759	D009765
DB01104	D003324
DB01104	D017202
DB01104	D003327
DB01104	D009203
DB01104	D009336
DB01592	D019190
DB09079	D055752
DB01233	D016638
DB00041	D016399
DB00041	D016410
DB15631	D013577
DB00715	D001049
DB00715	D012891
DB00715	D020181
DB00959	D011928
DB14643	D011928
DB00860	D011928
DB14631	D011928
DB14632	D011928
DB15566	D011928
DB00515	D005910
DB00002	D005076
DB01262	D013964
DB01262	D000077273
DB01262	D018263
DB01262	D013959
DB00928	D013964
DB00928	D000077273
DB00928	D018263
DB00605	D007938
DB00605	D007951
DB00605	D015470
DB01234	D011565
DB11487	D011565
DB14649	D011565
DB01234	D012871
DB11487	D012871
DB14649	D012871
DB00316	D012891
DB00316	D020181
DB00316	D012131
DB00316	D010335
DB01234	D010335
DB11487	D010335
DB14649	D010335
DB01234	D003866
DB11487	D003866
DB14649	D003866
DB00813	D010335
DB00633	D010335
DB01221	D010335
DB00996	D012891
DB08872	D012891
DB00996	D020181
DB08872	D020181
DB00996	D012131
DB08872	D012131
DB00996	D010335
DB08872	D010335
DB00996	D003863
DB08872	D003863
DB00996	D003866
DB08872	D003866
DB00904	D012891
DB00904	D020181
DB00904	D012131
DB00904	D011183
DB00904	D010335
DB00904	D003863
DB00904	D003866
DB01236	D012891
DB01236	D020181
DB01236	D012131
DB01236	D011183
DB01236	D010335
DB00818	D058625
DB01189	D008107
DB01189	D058625
DB00813	D009765
DB00295	D009765
DB00996	D001749
DB08872	D001749
DB00889	D018589
DB15091	D000505
DB15091	D000506
DB15699	D002051
DB15699	D008258
DB15699	D007943
DB00343	D019966
DB00270	D019966
DB11827	D008107
DB11652	D009362
DB11652	D001932
DB00218	D009128
DB06448	D007938
DB06448	D011289
DB06448	D015477
DB06448	D054429
DB06448	D009190
DB00374	D012594
DB00512	D004760
DB00448	D004701
DB00448	D009377
DB00448	D015043
DB00448	D015408
DB05351	D004701
DB05351	D009377
DB05351	D015043
DB05351	D015408
DB00537	D007896
DB00537	D016773
DB00584	D001943
DB08931	D018754
DB08931	D018487
DB00422	D001321
DB00422	D000067877
DB00422	D002659
DB00182	D001321
DB00182	D000067877
DB00182	D002659
DB01101	D003967
DB01259	D003967
DB00920	D006967
DB00920	D021183
DB00163	D001281
DB14001	D001281
DB14477	D001281
DB11251	D001281
DB00682	D003920
DB00296	D060825
DB00728	D000071257
DB00728	D060825
DB00571	D006261
DB01203	D008881
DB01203	D006261
DB04844	D007175
DB00250	D008708
DB00250	D062027
DB00331	D005923
DB11823	D018805
DB00421	D003920
DB00421	D003922
DB00295	D000006
DB02709	D003929
DB00951	D009293
DB00951	D016739
DB01201	D009293
DB01201	D016739
DB00333	D014376
DB16416	D002277
DB16416	D002294
DB06710	D014549
DB06710	D004775
DB00624	D014549
DB01420	D014549
DB13943	D014549
DB13944	D014549
DB13946	D014549
DB16001	D014549
DB16002	D014549
DB00624	D004775
DB01420	D004775
DB13943	D004775
DB13944	D004775
DB13946	D004775
DB16001	D004775
DB16002	D004775
DB09255	D003677
DB00627	D006938
DB15764	D006938
DB01039	D006938
DB13873	D006938
DB09065	D009369
DB09065	D000230
DB09065	D010190
DB01167	D008223
DB01167	D008228
DB00270	D014029
DB00834	D000437
DB00834	D000428
DB08874	D012008
DB00745	D000544
DB06413	D000544
DB01233	D045823
DB01132	D002340
DB01076	D002340
DB05426	D014987
DB16555	D014987
DB01263	D001943
DB01263	D064726
DB00783	D014647
DB13952	D014647
DB13954	D014647
DB13956	D014647
DB15690	D014647
DB00331	D008679
DB00073	D011111
DB00073	D013700
DB00072	D004806
DB05773	D004806
DB14962	D004806
DB12525	D004806
DB00758	D009057
DB08816	D009057
DB06209	D009057
DB00316	D010051
DB00316	D000077216
DB00316	D005185
DB01234	D005185
DB11487	D005185
DB14649	D005185
DB00722	D008180
DB00542	D008180
DB14125	D008180
DB00563	D054446
DB00307	D009181
DB00307	D009182
DB00307	D017728
DB00307	D054446
DB00860	D012141
DB14631	D012141
DB14632	D012141
DB15566	D012141
DB06690	D000073818
DB11630	D002294
DB11630	D006258
DB11630	D000077195
DB12771	D015179
DB00220	D011471
DB00398	D012514
DB00199	D002032
DB00199	D001068
DB00199	D056912
DB00199	D052018
DB13144	D003327
DB04868	D001259
DB04868	D002524
DB00316	D017359
DB01050	D017359
DB00277	D058186
DB00277	D007035
DB00196	D001424
DB00196	D001423
DB01050	D009181
DB01050	D001424
DB01050	D001423
DB09278	D011041
DB09278	Q000506
DB13928	D008171
DB13928	D008173
DB13928	D029424
DB13928	D006976
DB13928	D017563
DB13928	D017565
DB13928	D012507
DB09331	D002292
DB09331	D007680
DB09331	D014571
DB00252	D009447
DB01320	D009447
DB00503	D009362
DB01167	D009362
DB14678	D004714
DB14678	D006965
DB00514	D000377
DB00177	D010024
DB00177	D014808
DB00153	D010003
DB00153	D001327
DB00169	D001168
DB00169	D010003
DB00169	D001172
DB00169	D001327
DB00316	D013180
DB00316	D016512
DB09214	D013180
DB09214	D016512
DB06822	D010051
DB06822	D000077216
DB06779	D010051
DB06779	D000077216
DB00243	D000081029
DB00243	D065627
DB00526	D007674
DB00321	D012393
DB00458	D012393
DB00201	D000550
DB06151	D003929
DB14080	D003929
DB14479	D003929
DB14480	D003929
DB09034	D020447
DB09034	D020920
DB09034	D003920
DB09034	D003924
DB09034	D007249
DB04861	D000787
DB04861	D017566
DB00009	D014376
DB01029	D056128
DB01029	D004194
DB00877	D011553
DB00877	D016609
DB00877	D002288
DB00877	D012186
DB00087	D009362
DB00087	D011553
DB00087	D016609
DB00087	D002288
DB00087	D012186
DB00864	D011553
DB00864	D016609
DB00864	D002288
DB00864	D010534
DB00864	D012186
DB08932	D000755
DB01611	D017119
DB01611	D017094
DB01611	D017092
DB01611	D011164
DB01117	D005910
DB01117	D001932
DB01117	D008527
DB01117	D000080443
DB00482	D000094024
DB01236	D009123
DB00565	D009123
DB00073	D001523
DB00073	D000066553
DB00668	D003731
DB00668	D009057
DB00668	D003788
DB11124	D003731
DB11124	D009057
DB11124	D003788
DB09009	D009057
DB09009	D003788
DB00961	D003731
DB00961	D009057
DB00961	D003788
DB00073	D005208
DB00073	D012871
DB00073	D012594
DB01032	D001424
DB00316	D064386
DB01050	D064386
DB00956	D064386
DB00296	D013130
DB00296	D055009
DB00296	D011843
DB01167	D002100
DB01590	D008303
DB01590	D020230
DB00146	D011565
DB12390	D015209
DB00413	D003085
DB00413	D056844
DB01017	D000083302
DB00563	D056648
DB00993	D056648
DB00331	D009748
DB06674	D004427
DB06674	D007759
DB06674	D007762
DB00633	D020370
DB00820	D001254
DB00820	D005909
DB00936	D005157
DB00264	D054970
DB00999	D054970
DB00575	D054970
DB00700	D054970
DB04861	D054970
DB00559	D054970
DB00343	D054970
DB01018	D054970
DB01018	D006973
DB00457	D054970
DB00457	D006973
DB01275	D054970
DB01115	D054970
DB00035	D054970
DB00035	D006973
DB00203	D054970
DB00727	D054970
DB00975	D054970
DB00190	D054970
DB16171	D054970
DB00190	D006973
DB16171	D006973
DB00706	D054970
DB00706	D006973
DB09026	D054970
DB00331	D017359
DB00080	D013530
DB00080	D000072836
DB00605	D002277
DB00605	D002294
DB00605	D000077195
DB00738	D008223
DB00738	D006689
DB08895	D007637
DB11135	D055623
DB11135	D020261
DB11135	D007642
DB11135	D008548
DB11135	D011041
DB11135	Q000506
DB11127	D055623
DB11127	D020261
DB11127	D007642
DB11127	D008548
DB11127	D011041
DB11127	Q000506
DB00641	D003922
DB00201	D012600
DB06415	D012128
DB06415	D012127
DB06415	D055371
DB06415	D013577
DB00296	D001064
DB13928	D003550
DB13928	D005355
DB00658	D009765
DB00843	D012559
DB00656	D007676
DB00877	D002532
DB00877	D000783
DB00619	D018805
DB00619	D014115
DB00563	D015179
DB04272	D013927
DB04272	D056824
DB09154	D013927
DB09154	D056824
DB01218	D003866
DB00588	D001768
DB08906	D001768
DB13867	D001768
DB00471	D009404
DB00471	D009401
DB00666	D004715
DB00666	D017699
DB00334	D000013
DB01065	D000013
DB01065	D024821
DB01065	D012559
DB01065	D001714
DB00041	D007249
DB00722	D008175
DB00722	D055752
DB00722	D004417
DB00264	D058246
DB00640	D047928
DB00640	D018879
DB00465	D009104
DB09502	D009209
DB13144	D001656
DB00813	D003920
DB00813	D003924
DB00818	D003920
DB00818	D003924
DB00814	D001172
DB00104	D005770
DB00104	D004067
DB00104	D012142
DB00441	D007952
DB01008	D007952
DB00888	D010954
DB06603	D010954
DB06603	D007952
DB09038	D050197
DB09038	D058226
DB11936	D003324
DB11936	D058226
DB01394	D058226
DB08887	D003324
DB08887	D050197
DB08887	D058226
DB05679	D003920
DB05679	D003922
DB01006	D010024
DB09035	D016543
DB12148	D011236
DB01276	D000419
DB00695	D065227
DB09069	D000787
DB09069	D000789
DB06650	D009404
DB06650	D009401
DB06650	D013577
DB06710	D019584
DB00655	D019584
DB00624	D019584
DB01420	D019584
DB13943	D019584
DB13944	D019584
DB13946	D019584
DB16001	D019584
DB16002	D019584
DB04900	D055752
DB00112	D018325
DB00112	D006623
DB01606	D002764
DB01606	D042101
DB01606	D041881
DB00319	D002764
DB00319	D042101
DB00319	D041881
DB11094	D018352
DB11094	D045169
DB00169	D018352
DB00169	D045169
DB00126	D045169
DB14490	D045169
DB14484	D045169
DB14482	D045169
DB01593	D007239
DB01593	D003141
DB01593	D018352
DB01593	D045169
DB00254	D018352
DB00254	D045169
DB09322	D007239
DB09322	D003141
DB09322	D045169
DB00633	D013927
DB00633	D009336
DB00855	D009369
